"","W1GrssyrHH","W1wrk1aMP","W1condur5MP","W1hea2MP","W1NoldBroHS","W1InCarHH","W1hous12HH","W1usevcHH","W1hiqualmum","W1hiqualdad","W1wrkfulldad","W1wrkfullmum","W1empsmum","W1empsdad","IndSchool","W1marstatmum","W1depkids","W1famtyp2","W1nssecfam","W1ethgrpYP","W1heposs9YP","W1hwndayYP","W1truantYP","W1alceverYP","W1bulrc","W1disabYP","W1yschat1","W2ghq12scr","W2disc1YP","W2depressYP","W4AlcFreqYP","W4CannTryYP","W4NamesYP","W4RacismYP","W4empsYP","W4schatYP","W4Childck1YP","W5JobYP","W5EducYP","W5Apprent1YP","W6JobYP","W6UnivYP","W6EducYP","W6Apprent1YP","W6acqno","W6gcse","W6als","W6OwnchiDV","W6Childliv","W6DebtattYP","W8DGHQSC","W8DMARSTAT","W8TENURE","W8DACTIVITY","W8QDEB2"
"728",NA,10,1,1,1,1,4,1,15,"20","3",3,6,"8",0,2,2,0,6,1,2,1,2,2,2,3,39,0,2,1,"5",2,2,2,5,17,"Missing",2,"1","2","2",2,"2","2",9,4,4,2,"Missing",9,0,"1","4",2,50
"729",NA,10,1,2,2,1,2,1,15,"13","1",3,6,"1",0,2,3,0,1,1,1,5,2,1,1,3,48,2,2,1,"2",1,1,2,5,20,"Missing",1,"2","2","1",1,"Missing","Missing",1,4,4,2,"Missing",11,10,"1","4",10,50
"731",NA,10,1,2,3,1,5,1,16,"9","1",3,6,"1",0,2,5,0,4,1,4,1,2,1,1,1,33,0,2,2,"4",2,1,2,5,15,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",12,2,"1","4",1,200
"733",NA,10,1,2,1,1,2,1,15,"20","1",3,6,"1",0,2,2,0,7,1,2,4,2,2,1,3,40,1,2,1,"5",2,1,2,5,14,"Missing",1,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",12,5,"5","4",5,200
"736",NA,10,1,2,0,1,2,1,5,"2","1",3,6,"1",0,2,2,0,3,1,1,2,2,1,1,3,30,0,2,1,"4",1,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","5",2,500
"737",NA,10,1,2,2,1,4,1,15,"20","3",3,6,"8",0,2,4,0,7,1,3,4,2,1,2,3,30,0,2,1,"3",2,2,2,5,15,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,0,"1","4",1,800
"738",NA,10,1,2,2,1,2,1,20,"15","1",3,6,"1",0,3,3,0,5,1,3,2,2,2,2,3,40,0,2,2,"Missing",2,2,2,2,15,"Missing",1,"1","1","1",2,"1","2",9,4,4,2,"Missing",12,0,"1","2",1,1500
"739",NA,10,1,2,2,1,2,1,15,"15","1",3,6,"1",0,2,3,0,4,1,1,5,2,2,2,3,39,1,2,2,"3",2,2,2,5,17,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",17,2,"1","2",1,1550
"740",NA,10,1,2,1,1,2,1,20,"2","1",3,6,"1",0,2,3,0,8,4,4,5,2,2,2,3,34,0,2,1,"Missing",2,2,2,5,17,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",12,0,"1","2",1,2000
"742",NA,10,1,2,1,1,2,1,8,"20","1",3,6,"1",0,2,2,0,7,1,3,1,2,2,1,2,34,0,2,1,"3",2,2,2,1,15,"Missing",2,"2","2","2",2,"2","2",7,4,4,2,"Missing",10,5,"1","4",2,2600
"743",NA,10,1,2,0,1,2,1,20,"9","1",3,6,"1",0,2,2,0,4,1,3,2,2,2,2,3,39,2,2,2,"6",2,2,2,5,14,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",6,NA,"1","4",1,3000
"744",NA,6,1,2,1,1,2,1,1,"4","1",3,5,"1",0,2,2,0,4,1,4,1,2,1,1,3,31,3,2,3,"2",2,1,2,5,13,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",18,1,"1","4",1,4000
"747",NA,6,2,2,1,1,2,1,7,"2","3",1,1,"5",0,2,2,0,1,1,3,2,2,1,2,3,45,0,2,1,"2",1,2,2,5,12,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",16,2,"2","4",1,5000
"748",NA,9,1,1,0,1,6,1,16,"20","1",3,8,"1",0,3,1,0,6,1,2,2,2,2,2,2,37,0,2,1,"6",2,2,2,5,17,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",8,2,"1","7",1,6000
"751",NA,10,1,2,1,1,2,1,4,"20","2",3,6,"2",0,2,2,0,3,1,1,4,2,2,1,3,37,3,2,2,"2",2,1,2,5,16,"Missing",1,"1","2","1",2,"2","2",1,4,4,2,"Missing",15,2,"2","4",1,11000
"752",NA,10,1,2,0,1,2,1,15,"9","1",3,6,"1",0,2,2,0,3,1,2,5,2,2,1,3,36,0,2,2,"3",2,1,2,5,17,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,1,"2","2",1,12000
"753",NA,10,1,2,2,1,2,1,4,"7","1",3,6,"1",0,2,3,0,4,1,1,2,2,2,1,3,37,10,2,4,"5",2,1,1,5,10,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",14,2,"1","3",6,17000
"754",NA,10,1,2,1,1,4,1,14,"20","1",3,6,"1",0,2,3,0,8,5,2,5,1,2,1,3,28,1,2,2,"Missing",2,2,1,5,15,"Missing",2,"1","2","2",2,"1","2",1,4,4,2,"Missing",13,11,"1","4",1,18000
"756",NA,10,1,2,1,1,1,1,20,"4","1",3,6,"1",0,2,2,0,4,4,1,5,2,2,1,3,38,1,2,2,"Missing",2,1,1,5,19,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",10,3,"1","5",1,20000
"757",NA,10,1,2,1,1,2,1,7,"9","1",3,6,"1",0,2,2,0,1,1,1,5,2,1,1,2,45,9,2,3,"3",2,2,2,5,17,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",10,11,"1","7",1,35000
"759",1820,10,1,2,2,1,5,1,15,"18","2",3,6,"2",0,2,4,0,4,1,1,3,2,2,2,3,31,2,2,1,"4",2,2,2,5,16,"Missing",1,"1","2","2",2,"1","2",9,4,4,2,"Missing",20,0,"2","4",1,10000
"760",3380,8,1,1,1,1,2,1,15,"16","3",2,2,"8",0,2,2,0,6,1,1,1,2,2,1,3,24,3,2,2,"3",2,1,1,5,18,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",13,5,"1","2",1,1500
"762",3993.6,9,1,1,1,1,2,1,15,"14","3",2,2,"8",0,2,2,0,7,1,1,2,2,1,1,1,43,9,2,4,"2",1,1,1,5,14,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",16,1,"2","2",1,90000
"765",4551.04,5,1,2,1,1,6,1,20,"2","3",2,2,"3",0,2,3,0,6,4,1,5,2,2,1,3,33,9,1,3,"Missing",2,1,1,5,16,"Missing",2,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",17,0,"1","5",1,25
"766",4680,10,1,2,3,1,1,1,16,"15","1",3,6,"1",0,2,4,0,6,5,2,5,2,2,2,3,30,0,1,1,"Missing",2,2,2,5,13,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,0,"2","7",1,5000
"767",4940,10,2,2,3,1,4,2,20,"20","1",3,6,"1",0,2,4,0,6,5,2,5,2,2,2,3,40,0,2,1,"Missing",2,2,2,5,17,"Missing",2,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,1,"1","2",1,6000
"768",5000,10,1,2,1,1,2,1,20,"20","1",3,6,"1",0,2,3,0,4,4,3,5,2,2,1,3,29,0,2,1,"Missing",2,2,1,5,15,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",16,0,"2","3",1,224000
"771",5720,8,1,1,0,1,2,1,20,"20","3",2,2,"8",0,2,2,0,7,3,2,5,2,2,2,3,38,0,1,2,"Missing",2,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",12,0,"1","5",1,400
"772",5720,11,1,1,0,1,1,2,17,"15","3",1,1,"7",0,2,1,0,1,8,3,4,2,2,2,3,33,0,2,1,"Missing",2,2,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",16,0,"1","7",4,14000
"773",6500,10,1,2,5,1,5,1,17,"20","1",3,6,"1",0,2,6,0,6,5,1,5,2,2,2,3,47,0,2,1,"Missing",2,2,2,5,17,"Missing",1,"2","2","1",1,"Missing","Missing",1,4,4,2,"Missing",11,0,"2","4",3,5500
"774",6500,10,1,1,2,1,1,1,16,"8","1",3,6,"1",0,2,3,0,7,4,1,3,2,2,2,3,43,0,2,1,"Missing",2,2,2,5,15,"Missing",2,"1","2","1",2,"1","2",9,4,4,2,"Missing",12,8,"3","7",2,18000
"776",6513,10,1,2,1,1,4,1,16,"2","2",3,6,"2",0,2,3,0,7,1,2,5,2,2,2,3,25,0,2,2,"5",2,2,2,5,9,"Missing",1,"1","2","2",2,"1","2",9,4,4,2,"Missing",13,6,"1","4",1,40000
"777",6760,10,1,2,2,1,4,1,20,"20","1",3,6,"1",0,2,4,0,8,5,1,5,2,2,2,3,39,0,2,1,"Missing",2,2,2,5,16,"Missing",2,"2","2","1",1,"Missing","Missing",1,4,4,2,"Missing",11,5,"1","4",1,3000
"779",7155.2,10,1,1,3,1,2,2,6,"5","2",3,6,"2",0,2,4,0,5,2,1,5,2,2,2,3,46,0,2,1,"3",1,2,2,5,9,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",13,9,"1","4",6,6000
"781",7497.36,10,1,2,0,1,1,1,17,"16","2",3,6,"2",0,2,2,0,6,1,2,4,2,1,1,3,29,5,2,2,"5",1,2,2,5,9,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",16,12,"1","5",5,500
"783",8000,10,1,2,0,1,2,1,20,"20","1",3,6,"1",0,2,3,0,4,5,1,5,2,2,2,3,40,0,2,2,"Missing",2,2,2,5,11,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,3,"1","5",1,6000
"784",8190,10,1,2,2,1,4,1,20,"20","1",3,6,"1",0,2,3,0,6,4,2,0,1,2,1,3,29,3,2,4,"Missing",2,2,2,5,16,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",14,0,"1","5",1,300
"786",8736,10,1,2,0,1,2,1,20,"14","1",3,6,"1",0,2,3,0,7,1,4,3,2,2,1,3,47,0,2,2,"5",2,2,2,5,13,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",0,0,"1","5",2,17000
"787",8798.4,10,1,2,2,1,2,1,15,"16","1",3,6,"1",0,2,3,0,5,1,3,4,2,1,1,3,35,0,2,1,"4",2,2,2,1,9,"Missing",1,"1","1","1",2,"1","1",9,4,4,2,"Missing",14,3,"1","2",1,1000
"788",8840,10,1,1,2,1,4,1,8,"20","1",3,6,"1",0,2,6,0,7,1,1,2,2,1,1,3,35,0,2,2,"3",1,2,2,5,17,"Missing",1,"1","1","1",2,"1","2",3,4,1,2,"Missing",13,5,"1","4",1,30000
"789",9000,10,1,2,1,1,2,1,20,"20","1",3,6,"1",0,2,2,0,4,4,2,5,2,2,1,3,43,10,2,4,"Missing",2,2,2,5,18,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,4,"1","5",1,0
"790",9139,10,1,2,2,1,2,1,16,"20","1",3,6,"1",0,2,3,0,6,1,2,3,2,2,2,3,44,1,2,2,"3",2,2,2,5,13,"Missing",2,"2","2","1",2,"2","2",2,4,4,2,"Missing",15,3,"1","5",1,1200
"792",9900,5,1,1,0,1,2,1,9,"16","1",3,3,"1",0,2,1,0,7,1,2,5,1,1,2,3,41,0,2,1,"2",1,2,2,5,16,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",13,6,"1","1",5,5000
"793",9984,10,1,2,7,1,5,2,20,"15","1",3,6,"1",0,2,10,0,6,1,1,3,1,1,1,3,33,5,2,3,"Missing",1,1,2,6,4,"1",2,"2","2","2",2,"2","2",9,4,4,1,"1",7,10,"Missing","4",5,2098
"794",10000,10,1,1,1,1,1,1,2,"1","1",3,6,"1",1,2,2,0,4,1,2,5,2,1,1,3,38,8,2,4,"2",1,2,2,5,13,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,3,"1","2",1,2000
"795",10000,6,1,2,0,1,2,1,2,"13","1",3,5,"1",1,2,1,0,4,1,2,1,2,1,2,3,28,3,2,4,"2",1,2,2,5,8,"Missing",1,"1","2","1",1,"Missing","Missing",2,4,4,2,"Missing",7,7,"1","4",2,5000
"796",10400,10,1,1,3,1,2,1,20,"16","1",3,6,"1",0,2,4,0,6,3,2,3,2,2,1,3,33,7,2,4,"2",1,2,2,5,18,"Missing",1,"1","2","1",2,"2","2",3,4,1,2,"Missing",12,10,"1","1",1,2000
"799",10582,10,1,2,0,1,4,1,15,"13","1",3,6,"1",0,2,1,0,6,1,2,2,2,2,2,3,30,1,2,1,"3",2,2,2,2,14,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",13,4,"1","7",1,9000
"800",10582,10,1,1,3,1,2,1,7,"13","1",3,6,"1",1,3,3,0,7,1,1,4,2,2,2,3,40,5,2,2,"6",1,2,2,5,16,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",16,10,"1","4",1,22000
"802",10774.4,10,1,1,0,1,5,1,3,"14","1",3,6,"1",0,5,2,0,2,1,1,3,2,2,2,1,43,2,2,3,"Missing",2,2,2,5,6,"Missing",2,"1","2","1",2,"1","2",9,4,4,2,"Missing",3,7,"1","4",1,3000
"803",10868,10,1,2,2,1,2,1,16,"17","1",3,6,"1",0,2,3,0,5,1,3,4,2,2,2,3,40,0,2,2,"6",2,2,2,9,17,"Missing",1,"2","2","1",2,"2","1",9,4,4,2,"Missing",10,0,"1","4",1,10000
"804",10899.2,10,1,2,1,1,1,1,19,"20","1",3,6,"1",0,2,2,0,6,1,1,1,1,2,1,3,33,0,2,1,"5",2,2,2,5,16,"Missing",2,"2","1","1",2,"2","1",9,4,4,2,"Missing",10,0,"2","2",1,8087
"805",10920,6,1,2,0,1,2,1,14,"20","1",3,5,"1",0,2,2,0,3,3,1,2,2,2,2,2,38,0,2,1,"Missing",2,2,1,5,7,"Missing",2,"1","2","2",2,"2","2",9,4,4,2,"Missing",16,0,"1","4",1,2000
"806",11313.12,10,2,2,2,1,4,2,8,"17","1",3,6,"1",0,2,3,0,6,1,1,2,2,2,1,2,37,1,2,2,"Missing",2,2,2,5,14,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,1,"1","4",3,5000
"810",12000,10,1,2,0,1,2,1,20,"15","1",3,6,"1",0,2,3,0,4,1,3,4,2,2,1,3,34,0,2,2,"5",2,2,2,5,10,"Missing",2,"1","2","1",2,"1","2",9,4,4,2,"Missing",12,0,"1","5",1,0
"811",12168,9,1,1,1,1,2,1,6,"15","1",3,8,"1",0,2,2,0,3,1,3,2,2,1,1,1,32,2,2,2,"Missing",2,2,2,5,15,"Missing",1,"1","2","2",2,"1","2",3,4,1,2,"Missing",13,1,"1","7",4,500
"812",12313.6,10,1,2,1,1,6,2,20,"16","1",3,6,"1",0,2,2,0,5,1,2,3,2,1,2,3,36,1,2,2,"6",1,2,2,1,18,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",11,7,"1","2",1,8000
"813",12506,9,1,1,0,1,4,1,15,"5","3",1,1,"8",0,2,1,0,1,1,1,4,2,1,2,3,39,1,2,1,"2",1,2,1,4,11,"Missing",1,"1","1","1",2,"2","2",9,4,4,2,"Missing",14,0,"1","2",3,85000
"814",12870,10,1,1,3,1,4,1,4,"20","1",3,6,"1",0,2,4,0,4,1,2,1,1,2,1,1,29,1,2,1,"4",2,1,2,9,10,"Missing",2,"1","2","2",2,"2","2",9,4,4,2,"Missing",10,5,"2","2",13,2500
"815",13000,10,1,2,2,1,4,1,15,"15","1",3,6,"1",0,2,4,0,8,1,3,5,2,1,1,3,45,0,2,1,"2",2,2,2,5,18,"Missing",1,"1","2","1",1,"Missing","Missing",9,4,4,2,"Missing",15,0,"1","4",1,15000
"816",13218.4,10,1,2,1,1,4,1,16,"17","1",3,6,"1",0,2,2,0,3,1,2,1,2,1,1,3,32,0,2,1,"2",1,1,2,5,17,"Missing",2,"1","2","2",2,"1","2",3,2,1,2,"Missing",15,0,"1","4",1,300
"817",13468,10,1,2,3,1,4,1,15,"20","1",3,6,"1",0,2,4,0,7,1,3,5,2,1,1,3,42,3,2,2,"6",2,2,2,5,16,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",13,4,"1","4",1,14000
"818",13500,10,1,1,0,1,2,1,15,"19","1",3,6,"1",0,2,1,0,4,1,3,1,1,1,2,3,38,0,2,1,"2",1,2,2,5,19,"Missing",1,"1","2","Missing",1,"Missing","Missing",1,4,4,2,"Missing",10,0,"1","2",1,9000
"821",13790.4,10,1,2,0,1,4,1,15,"20","1",3,6,"1",0,2,2,0,6,1,3,1,2,2,2,3,22,0,2,1,"Missing",2,2,2,5,16,"Missing",2,"1","2","2",2,"1","2",4,2,2,2,"Missing",12,3,"1","7",11,4000
"822",14196,9,1,1,0,1,2,1,20,"9","1",3,8,"1",0,2,1,0,5,1,4,1,1,1,2,2,32,9,2,3,"3",1,2,2,5,11,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",7,5,"1","7",1,9000
"823",14227.2,9,1,1,0,1,2,1,20,"20","1",3,8,"1",0,2,1,0,7,3,1,5,2,1,2,3,40,1,2,1,"5",2,2,2,5,14,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","5",1,800
"824",14400,10,1,2,2,1,2,1,15,"4","1",3,6,"1",0,2,3,0,1,6,2,3,2,2,1,3,42,0,2,1,"2",2,2,2,5,15,"Missing",2,"1","2","2",2,"1","2",9,4,4,2,"Missing",7,0,"1","5",1,22000
"825",14560,10,1,2,1,1,5,1,2,"2","1",3,6,"1",0,2,2,0,5,4,1,3,2,2,2,3,42,5,2,3,"Missing",2,2,2,5,17,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",19,1,"1","7",1,1400
"827",15000,10,1,2,4,1,4,2,16,"14","1",3,6,"1",0,2,4,0,2,1,4,1,2,2,1,1,42,1,2,3,"3",2,2,2,2,13,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",18,11,"1","4",1,540
"828",15329.6,10,1,2,2,1,4,1,16,"15","1",3,6,"1",0,3,3,0,6,1,1,2,2,1,1,2,33,0,2,1,"4",2,2,2,3,13,"Missing",2,"2","2","2",2,"2","2",9,4,4,2,"Missing",7,0,"1","4",1,8000
"829",15470,9,1,1,2,1,2,1,15,"15","1",3,8,"1",0,2,3,0,5,1,3,5,2,1,1,3,44,0,1,1,"3",2,2,2,5,4,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",12,0,"2","2",1,50
"831",15969.2,10,1,2,1,1,3,1,15,"11","1",3,6,"1",0,2,2,0,3,1,1,4,2,1,1,3,38,2,2,2,"4",2,1,2,5,11,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",14,2,"1","4",1,400
"834",16200,10,1,2,3,1,2,1,15,"13","1",3,6,"1",0,3,4,0,2,1,1,5,2,1,1,3,31,9,2,3,"2",1,1,2,5,9,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,8,"1","4",1,800
"835",16200,5,1,1,1,1,2,1,2,"3","3",1,1,"3",0,2,2,0,2,1,1,5,2,2,1,3,21,8,2,4,"4",2,1,2,5,11,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",8,2,"1","5",1,6000
"837",16629.6,10,1,1,2,1,2,1,20,"17","1",3,6,"1",0,2,3,0,5,1,2,2,2,1,2,2,32,0,1,1,"3",2,2,2,1,13,"Missing",1,"1","1","1",2,"1","1",9,4,4,2,"Missing",12,0,"1","2",3,15000
"839",17056,10,1,2,3,1,2,1,15,"20","1",3,6,"1",0,2,4,0,6,1,2,5,2,2,2,3,30,7,2,3,"6",2,2,2,5,13,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",11,5,"1","4",1,8000
"840",17160,10,1,2,2,1,4,2,15,"15","1",3,6,"1",0,3,3,0,3,1,1,1,2,1,1,3,38,0,2,1,"2",2,2,2,5,13,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",9,1,"1","2",1,792
"841",17238,10,1,2,1,1,2,1,16,"9","1",3,6,"1",0,2,2,0,5,1,2,4,2,2,2,3,42,0,2,2,"4",2,2,2,5,15,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,3,"1","2",1,15000
"843",17550,10,1,1,4,1,2,1,15,"20","3",3,6,"8",0,2,5,0,5,1,1,3,2,1,2,3,35,0,2,1,"5",2,2,2,9,14,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",9,5,"1","4",1,1000
"845",18000,10,1,2,0,1,1,1,5,"9","1",3,6,"1",0,2,2,0,2,1,2,3,2,1,1,3,38,8,2,4,"2",1,1,2,5,11,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",9,1,"1","1",3,2000
"846",18000,10,1,2,4,1,4,1,20,"20","1",3,6,"1",0,2,5,0,2,8,2,2,2,2,2,3,41,3,2,1,"Missing",2,2,2,5,13,"Missing",2,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",11,1,"1","4",1,2000
"847",18000,10,1,2,1,1,1,1,15,"15","1",3,6,"1",0,2,2,0,2,1,3,2,2,2,1,3,21,3,2,4,"3",2,2,2,5,18,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",12,2,"2","2",1,20000
"848",18720,2,1,2,1,1,2,1,3,"15","1",2,2,"1",0,2,2,0,5,1,2,3,2,1,2,3,29,1,2,3,"2",1,1,2,5,11,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",9,4,"1","7",1,600
"849",18790.2,10,1,2,1,1,2,1,20,"16","1",3,6,"1",0,2,2,0,5,1,2,3,2,1,1,3,29,4,2,1,"2",2,2,2,5,17,"Missing",1,"1","2","1",2,"1","2",3,2,1,2,"Missing",15,7,"1","4",1,3500
"850",18900,10,1,2,0,1,2,1,15,"2","1",3,6,"1",0,2,2,0,4,1,1,5,2,1,1,3,40,1,2,2,"3",2,1,2,5,17,"Missing",1,"2","2","1",1,"Missing","Missing",1,4,4,2,"Missing",15,1,"2","2",1,1000
"851",19240,9,1,1,0,1,2,1,6,"9","1",3,8,"1",0,2,1,0,4,1,1,5,2,1,2,1,41,0,2,1,"4",2,2,2,5,11,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",10,9,"1","2",13,850
"852",19240,10,1,2,0,1,5,2,20,"20","1",3,6,"1",0,2,1,0,7,1,3,2,1,2,1,3,33,0,2,2,"3",1,1,2,5,10,"Missing",2,"1","1","2",2,"2","2",9,4,4,2,"Missing",10,9,"1","7",5,2000
"856",20000,6,1,2,3,1,8,1,4,"8","1",3,5,"1",0,2,4,0,2,1,1,4,2,2,2,3,41,0,2,1,"4",2,2,2,5,18,"Missing",1,"1","2","1",1,"Missing","Missing",9,4,4,2,"Missing",13,0,"1","2",1,3000
"857",20000,10,1,1,0,1,2,1,17,"2","1",3,6,"1",0,2,1,0,2,1,1,5,2,2,2,3,43,2,2,1,"2",1,1,2,5,11,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",4,1,"2","2",1,15000
"859",20202,10,1,2,1,1,2,1,16,"20","1",3,6,"1",0,2,3,0,2,4,3,2,2,2,1,3,30,1,2,2,"Missing",2,2,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",10,0,"1","5",1,2000
"861",20280,10,1,2,2,1,2,1,15,"13","1",3,6,"1",0,2,3,0,5,1,2,1,1,1,1,3,41,6,2,3,"3",1,2,2,5,13,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,2,"2","4",1,9000
"862",20400,10,1,2,1,1,6,1,16,"16","1",3,6,"1",0,2,2,0,2,1,3,3,2,1,2,3,23,12,2,4,"3",1,2,2,1,7,"Missing",2,"2","2","2",2,"2","2",9,4,4,1,"1",14,10,"3","4",2,2000
"863",20400,9,1,1,0,1,2,1,15,"15","3",1,1,"8",0,2,2,0,6,1,1,2,2,2,2,3,38,0,2,1,"2",2,2,2,5,12,"Missing",2,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",11,3,"1","2",1,8500
"864",20400,10,1,2,2,1,2,1,15,"20","1",3,6,"1",0,2,3,0,7,1,1,4,2,1,2,3,47,1,2,1,"2",2,2,2,5,15,"Missing",2,"2","2","2",1,"Missing","Missing",2,4,4,2,"Missing",9,0,"1","2",1,25000
"865",20592,6,1,2,3,1,2,1,15,"8","1",3,5,"1",0,2,4,0,3,1,2,5,2,2,2,3,39,0,2,1,"4",1,2,2,5,16,"Missing",1,"1","2","1",2,"1","2",3,2,1,2,"Missing",7,3,"3","5",2,300
"866",20800,10,1,2,2,1,2,1,15,"15","1",3,6,"1",0,2,3,0,2,1,2,4,2,1,1,3,35,0,2,1,"3",2,2,2,1,11,"Missing",1,"1","1","1",2,"1","2",9,4,4,2,"Missing",7,0,"2","4",2,10000
"867",21000,10,1,2,1,1,2,2,20,"3","1",3,6,"1",0,2,3,0,3,1,3,3,2,2,1,1,27,0,2,1,"2",2,2,2,3,7,"Missing",2,"1","2","2",2,"1","2",9,4,4,2,"Missing",18,0,"1","4",13,0
"868",21636,6,1,2,2,1,2,1,2,"4","3",1,1,"5",0,2,2,0,2,8,2,3,1,2,1,3,40,5,1,3,"3",1,2,2,5,18,"Missing",2,"1","2","2",2,"1","2",3,4,1,1,"1",11,1,"1","5",1,2700
"869",21840,8,1,1,0,1,2,1,9,"20","1",3,8,"1",0,2,2,0,7,1,2,5,2,1,1,3,32,6,2,4,"2",1,1,2,5,17,"Missing",1,"1","2","1",1,"Missing","Missing",2,4,4,2,"Missing",12,0,"1","5",1,14000
"870",22000,10,1,2,1,1,2,1,15,"20","1",3,6,"1",0,2,2,0,5,1,2,4,2,1,1,3,23,5,2,3,"5",2,2,1,5,13,"Missing",1,"1","2","1",2,"2","2",4,4,2,2,"Missing",15,0,"1","4",1,19000
"871",22100,10,1,2,0,1,2,1,15,"8","1",3,6,"1",0,2,1,0,4,1,2,3,2,2,2,2,30,1,2,1,"2",1,2,2,5,12,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",15,0,"1","4",1,5000
"872",22698,10,1,2,3,1,2,1,18,"13","1",3,6,"1",0,3,3,0,5,1,4,2,2,1,1,3,33,1,2,1,"3",2,1,1,4,11,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",9,1,"1","7",3,10000
"874",23400,10,1,2,1,1,2,1,9,"20","1",3,6,"1",0,1,2,0,7,1,2,2,2,2,2,3,33,0,2,1,"6",2,2,2,5,15,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",12,0,"1","7",1,800
"875",23400,10,1,2,0,1,5,1,20,"20","1",3,6,"1",0,2,1,0,7,8,3,5,2,2,2,3,37,0,2,1,"5",2,2,2,5,13,"Missing",1,"2","2","1",2,"2","2",9,4,4,NA,"Missing",14,0,"1","7",1,2000
